,Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths,observationdate_value,count
72775,121070,National authorities,14.3138,99.9361,Asia,Thailand,Suphanburi,BAN DON,Unknown,26/10/2005,26/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4500.0,1285.0,1285.0,3215.0,,,,,,2005.81918,362
72776,101491,Other,27.618000000000002,112.779,Asia,China,Hunan Sheng,Wantang,Exact,26/10/2005,26/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, unspecified bird",687.0,545.0,545.0,142.0,,,,,,2005.81918,363
73594,121074,National authorities,14.8074,99.9883,Asia,Thailand,Suphanburi,NONG SADA,Unknown,27/10/2005,27/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2000.0,408.0,408.0,1592.0,,,,,,2005.82192,364
73595,101499,Other,53.77721999999999,74.045,Europe,Russian Federation,Omskaya Oblast,Rotovka,Unknown,27/10/2005,27/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken",,,90.0,,,,,,,2005.82192,365
73597,121072,National authorities,14.2969,99.8483,Asia,Thailand,Suphanburi,CHORA KHE,Unknown,27/10/2005,27/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",40.0,10.0,10.0,30.0,,,,,,2005.82192,366
74788,121082,National authorities,14.6478,100.4516,Asia,Thailand,Ang Thong,THEWARAT,Unknown,28/10/2005,28/10/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",136.0,135.0,135.0,1.0,,,,,,2005.82466,367
6256,121084,National authorities,14.3758,99.9505,Asia,Thailand,Suphanburi,CHE DI,Unknown,2/11/05,2/11/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1800.0,100.0,100.0,1700.0,,,,,,2005.83836,368
6457,101678,Other,41.833059999999996,121.98306000000001,Asia,China,Liaoning Sheng,badaohao,Unknown,3/11/05,4/11/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,82000.0,8940.0,369900.0,,,,,,2005.8411,369
6348,101904,Media,54.3375,62.051390000000005,Europe,Russian Federation,Chelyabinskaya Oblast,Ozero-Sosnovka,Unknown,3/11/05,3/11/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,12.0,,,,,,,2005.8411,370
59218,101996,Other,30.91667,113.9,Asia,China,Hubei Sheng,Xiaogan,Unknown,5/11/05,17/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,662.0,,,,,,,2005.84658,371
6601,101842,Other,41.891940000000005,121.86471999999999,Asia,China,Liaoning Sheng,daling,Unknown,6/11/05,6/11/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",11590.0,2150.0,1100.0,10490.0,,,,,,2005.84932,372
64498,102075,National authorities,25.5,69.0,Asia,Pakistan,Sindh,Sindh,Unknown,7/11/05,20/11/2005,Confirmed,Influenza - Avian,LPAI,"domestic, chicken",,,2000.0,,,,,,,2005.85205,373
6832,121086,National authorities,13.8025,100.4741,Asia,Thailand,Nonthaburi,WAT CHALO,Unknown,9/11/05,9/11/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",86.0,,1.0,85.0,,,,,,2005.85753,374
61223,102033,OIE,37.146,111.779,Asia,China,Shanxi Sheng,Xiaoyi,Exact,10/11/05,18/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,8103.0,,,,,,,2005.86027,375
52959,101894,Other,43.79972,87.58306,Asia,China,Xinjiang Uygur Zizhiqu,urumchi,Unknown,11/11/05,15/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,1400.0,,,,,,,2005.86301,376
71896,102248,OIE,43.79972,87.58306,Asia,China,Xinjiang Uygur Zizhiqu,urumchi,Unknown,12/11/05,25/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",48.0,8.0,8.0,48.0,,,,,,2005.86575,377
52957,102029,International reference laboratory,35.16667,51.0,Asia,Iran  (Islamic Republic of),Tehran,Markazi,Unknown,15/11/2005,15/11/2005,Confirmed,Influenza - Avian,LPAI,"domestic, chicken",,,14000.0,,,,,,,2005.87397,378
66718,102083,OIE,48.483059999999995,124.48306000000001,Asia,China,Nei Mongol Zizhiqu,Morin Dawa,Unknown,15/11/2005,21/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,176.0,,,,,,,2005.87397,379
56587,157849,OIE,45.08,29.4,Europe,Romania,Tulcea,Caraorman ,Unknown,15/11/2005,16/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck, domestic, goose, domestic, turkey, domestic, unspecified bird",36.0,2.0,1.0,35.0,0.0,,,,,2005.87397,380
56562,102130,OIE,43.8,87.58333,Asia,China,Xinjiang Uygur Zizhiqu,Urumqi,Unknown,16/11/2005,16/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",125.0,38.0,38.0,8388.0,,,,,,2005.87671,381
59214,102143,OIE,25.03639,101.54556,Asia,China,Yunnan Sheng,Chu Xiong,Unknown,17/11/2005,17/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",11000.0,2500.0,2500.0,99400.0,,,,,,2005.87945,382
71892,102237,National authorities,48.0,122.71667,Asia,China,Nei Mongol Zizhiqu,Zalantun,Unknown,20/11/2005,25/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3626.0,246.0,246.0,3380.0,,,,,,2005.88767,383
74822,102254,OIE,42.86667,90.16667,Asia,China,Xinjiang Uygur Zizhiqu,Shanshan,Unknown,22/11/2005,28/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",800.0,288.0,288.0,52162.0,,,,,,2005.89315,384
69338,102161,OIE,43.96667,87.7,Asia,China,Xinjiang Uygur Zizhiqu,Mi Quan,Unknown,23/11/2005,23/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",6120.0,,2064.0,84067.0,,,,,,2005.89589,385
6120,157819,OIE,45.27,27.95,Europe,Romania,Braila,Scarlatesti,Unknown,23/11/2005,1/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, turkey, domestic, duck, domestic, goose, domestic, unspecified bird",184.0,50.0,50.0,134.0,0.0,,,,,2005.89589,386
71030,102374,OIE,43.39972,83.29972,Asia,China,Xinjiang Uygur Zizhiqu,Xinyuan,Unknown,24/11/2005,24/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",680.0,596.0,300.0,380.0,,,,,,2005.89863,387
74820,102260,OIE,26.461,111.59200000000001,Asia,China,Hunan Sheng,Lengshuitan,Exact,25/11/2005,28/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, unspecified bird",6010.0,456.0,804.0,13481.0,,,,,,2005.90137,388
73623,102300,OIE,44.95,27.4,Europe,Romania,Braila,Scarlatesti,Unknown,26/11/2005,27/11/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken, wild, goose, domestic, turkey",368.0,50.0,50.0,,,,,,,2005.90411,389
6124,157820,OIE,45.15,29.65,Europe,Romania,Tulcea,Periprava,Unknown,28/11/2005,1/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",49.0,45.0,8.0,41.0,0.0,,,,,2005.90959,390
6127,102433,OIE,44.89972,27.433059999999998,Europe,Romania,Braila,dudesti,Unknown,1/12/05,1/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",98.0,5.0,5.0,,,,,,,2005.91781,391
6260,102586,OIE,44.75,33.68306,Europe,Ukraine,Krym,Nekrasovka,Unknown,2/12/05,2/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"wild, goose, domestic, chicken, domestic, chicken",6076.0,879.0,879.0,5197.0,,,,,,2005.92055,392
6472,108537,National authorities,45.083059999999996,27.66667,Europe,Romania,Braila,"Braila, Judetul",Unknown,4/12/05,4/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3.0,3.0,,,,,,,2005.92603,393
6545,102669,OIE,45.04972,28.866670000000003,Europe,Romania,Tulcea,Hagighiol,Unknown,5/12/05,5/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",558.0,271.0,124.0,434.0,,,,,,2005.92877,394
76280,103441,OIE,45.483059999999995,35.06667,Europe,Ukraine,Krym,Dmytrivka,Unknown,7/12/05,30/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8100.0,26.0,26.0,6224.0,,,,,,2005.93425,395
6834,102870,OIE,44.95,27.48306,Europe,Romania,Braila,"Zavoaia, Comuna",Unknown,9/12/05,9/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",279.0,98.0,98.0,181.0,,,,,,2005.93973,396
6838,102884,OIE,45.51667,34.833059999999996,Europe,Ukraine,Krym,Akimivka,Unknown,9/12/05,9/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5513.0,14.0,14.0,,,,,,,2005.93973,397
76281,103466,OIE,44.81667,33.91667,Europe,Ukraine,Krym,Zavetnoye,Unknown,10/12/05,30/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",13160.0,10.0,10.0,,,,,,,2005.94247,398
7010,102911,OIE,44.833059999999996,27.116670000000003,Europe,Romania,Buzau,Padina,Unknown,11/12/05,11/12/05,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken",44.0,11.0,11.0,25.0,,,,,,2005.94521,399
7675,103812,OIE,46.0,33.833059999999996,Europe,Ukraine,Krym,Krasnoperekopsk,Unknown,12/12/05,10/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,12.0,12.0,,,,,,,2005.94795,400
7363,103631,National authorities,44.2,27.399720000000002,Europe,Romania,Calarasi,Tonea,Unknown,13/12/2005,4/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",80.0,69.0,66.0,141.0,,,,,,2005.95068,401
76283,103451,OIE,45.5,33.18306,Europe,Ukraine,Krym,Khmelevo,Unknown,13/12/2005,30/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1459.0,5.0,5.0,4.0,,,,,,2005.95068,402
53045,102954,OIE,44.85,27.433059999999998,Europe,Romania,Braila,Tatarul,Unknown,14/12/2005,15/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",295.0,73.0,67.0,228.0,,,,,,2005.95342,403
7677,103807,OIE,45.76833,33.48806,Europe,Ukraine,Krym,Razdolnoye,Unknown,16/12/2005,10/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5037.0,1.0,1.0,,,,,,,2005.9589,404
59305,108743,National authorities,44.53306,27.133059999999997,Europe,Romania,Ialomita,"Albesti, Comuna",Unknown,17/12/2005,17/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,8.0,8.0,,,,,,,2005.96164,405
76282,103461,OIE,44.61667,33.733059999999995,Europe,Ukraine,Krym,Krepkoye,Unknown,18/12/2005,30/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,7.0,7.0,,,,,,,2005.96438,406
7674,103818,OIE,45.27,36.3375,Europe,Ukraine,Krym,Vasilyevka,Unknown,19/12/2005,10/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,13.0,13.0,,,,,,,2005.96712,407
75609,103324,OIE,43.88306,28.366670000000003,Europe,Romania,Constanta,Tatarul,Unknown,20/12/2005,29/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",141.0,,32.0,97.0,,,,,,2005.96986,408
66778,108748,National authorities,44.2,27.383059999999997,Europe,Romania,Calarasi,Satu-Model,Unknown,21/12/2005,21/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,2.0,2.0,,,,,,,2005.9726,409
7394,103524,OIE,29.566670000000002,106.58306,Asia,China,Chongqing Shi,Chongqing,Unknown,22/12/2005,5/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1800.0,1800.0,12900.0,,,,,,2005.97534,410
7397,103501,OIE,44.81667,34.68306,Europe,Ukraine,Krym,Privetnoye,Unknown,22/12/2005,5/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,5.0,5.0,,,,,,,2005.97534,411
72855,103352,FAO officer,21.08306,106.51666999999999,Asia,Viet Nam,Quang Ninh,Dong Trieu,Unknown,24/12/2005,26/12/2005,Denied,Influenza - Avian,HPAI,"domestic, chicken",,,178.0,,,,,,,2005.98082,412
71963,103249,OIE,44.53306,27.133059999999997,Europe,Romania,Ialomita,"Albesti, Comuna",Unknown,24/12/2005,25/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",82.0,19.0,14.0,68.0,,,,,,2005.98082,413
74875,103265,OIE,39.86667,44.51667,Asia,Turkey,Igdir,Baskoy,Unknown,26/12/2005,28/12/2005,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, turkey, domestic, unspecified bird, domestic, goose",2386.0,1214.0,1214.0,1172.0,,,,,,2005.9863,414
7395,103544,OIE,40.86667,31.8,Asia,Turkey,Bolu,Merkesler,Unknown,28/12/2005,5/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2287.0,358.0,358.0,1929.0,,,,,,2005.99178,415
72105,103693,OIE,40.04972,42.18306,Asia,Turkey,Erzurum,Horasan,Unknown,30/12/2005,26/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",4439.0,350.0,350.0,4089.0,,,,,,2005.99726,416
7459,103550,OIE,39.54972,44.083059999999996,Asia,Turkey,Agri,Dogubayazit,Unknown,31/12/2005,6/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, chicken, domestic, turkey",12365.0,83.0,83.0,12282.0,,,,,,2006.0,417
7560,103588,National authorities,39.81667,35.79972,Asia,Turkey,Yozgat,Altili,Unknown,2/1/06,8/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, chicken",717.0,49.0,49.0,668.0,,,,,,2006.00548,418
7671,103745,National authorities,26.633059999999997,106.79972,Asia,China,Guizhou Sheng,Wudang,Unknown,3/1/06,10/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",42000.0,16000.0,16000.0,42000.0,,,,,,2006.00822,419
7396,103538,OIE,44.93306,33.88306,Europe,Ukraine,Krym,Solnechnoye,Unknown,5/1/06,5/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,7.0,7.0,,,,,,,2006.0137,420
71203,104047,National authorities,39.14972,42.53306,Asia,Turkey,Mus,Malazkirt,Unknown,5/1/06,25/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",15249.0,4.0,4.0,15249.0,,,,,,2006.0137,421
71200,104057,National authorities,40.53306,42.88306,Asia,Turkey,Kars,Merkez Maksutcuk,Unknown,6/1/06,25/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,6.0,6.0,,,,,,,2006.01644,422
71199,104067,National authorities,38.079440000000005,31.366390000000003,Asia,Turkey,Isparta,Sarkikaraagac,Unknown,7/1/06,25/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",7271.0,27.0,27.0,7271.0,,,,,,2006.01918,423
7558,104395,OIE,37.21667,39.75,Asia,Turkey,Sanliurfa,Wiranschehir,Unknown,8/1/06,8/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1473.0,304.0,304.0,1169.0,,,,,,2006.02192,424
7090,104379,OIE,39.3663889,49.208611100000006,Asia,Azerbaijan,Aran,Ismilli,Unknown,8/1/06,1/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",8567.0,1.0,1.0,8566.0,,,,,,2006.02192,425
7095,104372,National authorities,37.983059999999995,31.883059999999997,Asia,Turkey,Konya,Yassioren,Unknown,8/1/06,1/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, domestic, duck, domestic, turkey, domestic, chicken, domestic, goose",637.0,1.0,1.0,636.0,,,,,,2006.02192,426
7672,103678,Media,10.583060000000001,-62.79971999999999,Americas,Venezuela,Sucre,Cumuto Village,Unknown,9/1/06,10/1/06,Denied,Influenza - Avian,HPAI,"domestic, chicken",,2000.0,2000.0,,,,,,,2006.02466,427
7136,104313,OIE,38.14972,40.1,Asia,Turkey,Diyarbakir,Baysu,Unknown,9/1/06,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3904.0,4.0,4.0,3900.0,,,,,,2006.02466,428
7670,103742,OIE,45.32,35.29972,Europe,Ukraine,Krym,Primorske,Unknown,10/1/06,10/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",165405.0,107115.0,107115.0,0.0,,,,,,2006.0274,429
7676,103642,OIE,37.85,27.25,Asia,Turkey,Aydin,Kusadasi,Unknown,10/1/06,10/1/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken, wild, pigeon, wild, swan, wild, cormorant",,3.0,3.0,,,,,,,2006.0274,430
7131,104289,OIE,38.18306,41.333059999999996,Asia,Turkey,Batman,Ulasli,Unknown,11/1/06,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",638.0,10.0,10.0,628.0,,,,,,2006.03014,431
72106,106445,National authorities,37.95,40.31667,Asia,Turkey,Diyarbakir,Tilalu,Unknown,12/1/06,26/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1541.0,15.0,15.0,1526.0,,,,,,2006.03288,432
61451,103981,OIE,44.89972,33.61667,Europe,Ukraine,Krym,Beregovoye,Unknown,13/01/2006,19/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1402.0,5.0,5.0,,,,,,,2006.03562,433
61454,103989,OIE,44.91667,35.333059999999996,Europe,Ukraine,Krym,Ordzhonikidze,Unknown,14/01/2006,19/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken, domestic, goose",384.0,4.0,4.0,,,,,,,2006.03836,434
7147,104301,OIE,37.5,30.0,Asia,Turkey,Burdur,Burdur Vilayeti,Unknown,15/01/2006,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1300.0,2.0,2.0,1298.0,,,,,,2006.0411,435
7401,104267,OIE,10.81667,7.566669999999999,Africa,Nigeria,Kaduna,Jaji,Unknown,16/01/2006,5/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",46000.0,42000.0,40000.0,,,,,,,2006.04384,436
7134,104281,OIE,37.75,27.399720000000002,Asia,Turkey,Aydin,Sokia,Unknown,16/01/2006,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2664.0,5.0,5.0,2659.0,,,,,,2006.04384,437
52104,107199,OIE,6.816669999999999,3.2,Africa,Nigeria,Ogun,Ifaw,Unknown,18/01/2006,15/03/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",135000.0,94000.0,94000.0,,,,,,,2006.04932,438
7129,104403,OIE,36.25,44.833059999999996,Asia,Iraq,Sulaymaniyah,Ranya Qadha,Unknown,18/01/2006,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1950.0,450.0,450.0,1500.0,,,,,,2006.04932,439
59540,103898,National authorities,45.95,34.61667,Europe,Ukraine,Krym,Predmostnoye,Unknown,18/01/2006,18/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",969.0,34.0,34.0,,,,,,,2006.04932,440
7132,104305,OIE,38.083059999999996,39.233059999999995,Asia,Turkey,Diyarbakir,Cermik Cayi,Unknown,18/01/2006,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",1554.0,6.0,6.0,1549.0,,,,,,2006.04932,441
7613,104907,OIE,11.88306,8.5,Africa,Nigeria,Kano,Kumbotso,Unknown,19/01/2006,9/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2000.0,1600.0,1600.0,400.0,,,,,,2006.05205,442
69628,104007,National authorities,41.04972,29.23306,Asia,Turkey,Istanbul,Alemdag,Unknown,19/01/2006,24/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,4.0,4.0,,,,,,,2006.05205,443
68328,105727,National authorities,40.333059999999996,36.36667,Asia,Turkey,Tokat,Sargun,Unknown,23/01/2006,23/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",3208.0,1.0,1.0,3208.0,,,,,,2006.06301,444
52018,104911,OIE,11.88306,8.5,Africa,Nigeria,Kano,Kumbotso,Unknown,26/01/2006,15/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",23000.0,300.0,300.0,22700.0,,,,,,2006.07123,445
54135,107256,National authorities,38.85,38.68306,Asia,Turkey,Elazig,Denizli,Unknown,26/01/2006,16/03/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",84.0,1.0,1.0,83.0,,,,,,2006.07123,446
73000,104458,National authorities,39.483059999999995,32.93306,Asia,Turkey,Ankara,Ahmetcayiri,Unknown,27/01/2006,27/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3.0,3.0,,,,,,,2006.07397,447
75006,104512,National authorities,39.68306,33.61667,Asia,Turkey,Kirikkale,Maden,Unknown,29/01/2006,29/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1.0,1.0,,,,,,,2006.07945,448
76383,105632,National authorities,41.2,36.733059999999995,Asia,Turkey,Samsun,Themiscyra,Unknown,31/01/2006,31/01/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",211.0,5.0,5.0,206.0,,,,,,2006.08493,449
70293,146115,National authorities,-6.56807,107.75983000000001,Asia,Indonesia,Jawa Barat,Sckupang,Centroid Admin3,1/2/06,24/04/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,4.0,,,,,,,2006.08767,450
7685,104505,OIE,31.75,47.03306,Asia,Iraq,Missan,Misan,Unknown,1/2/06,10/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",980.0,2.0,2.0,978.0,,,,,,2006.08767,451
7135,105604,National authorities,37.51667,36.45,Asia,Turkey,K.maras,Merkez ,Unknown,2/2/06,2/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",5.0,4.0,4.0,1.0,,,,,,2006.09041,452
7174,105645,National authorities,41.25,36.333059999999996,Asia,Turkey,Samsun,Yorukler,Unknown,3/2/06,3/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",2244.0,2.0,2.0,2242.0,,,,,,2006.09315,453
7367,105663,National authorities,41.25,36.29972,Asia,Turkey,Samsun,Dereler Koyu,Unknown,4/2/06,4/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,3.0,3.0,,,,,,,2006.09589,454
7402,105649,National authorities,41.25,36.333059999999996,Asia,Turkey,Samsun,Asarcik,Unknown,5/2/06,5/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,1.0,1.0,,,,,,,2006.09863,455
46500,104849,OIE,44.76667,28.866670000000003,Europe,Romania,Tulcea,Jurilofka,Unknown,6/2/06,13/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",67.0,39.0,39.0,28.0,,,,,,2006.10137,456
7465,105675,National authorities,41.25,36.333059999999996,Asia,Turkey,Samsun,Samsun Vilayeti,Unknown,6/2/06,6/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",127.0,2.0,2.0,,,,,,,2006.10137,457
7522,104347,National authorities,37.85833,113.57667,Asia,China,Shanxi Sheng,Yangquan,Unknown,7/2/06,7/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,15000.0,15000.0,187745.0,,,,,,2006.10411,458
7524,104598,OIE,44.1,23.05,Europe,Romania,Dolj,Centatea,Unknown,7/2/06,7/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",21000.0,10.0,10.0,25000.0,,,,,,2006.10411,459
7525,105703,National authorities,41.95,34.35,Asia,Turkey,Sinop,Gemiyani,Unknown,7/2/06,7/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",209.0,1.0,1.0,452.0,,,,,,2006.10411,460
7564,105596,National authorities,41.96667,28.01667,Asia,Turkey,Kirklareli,Stefano,Unknown,8/2/06,8/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",377.0,25.0,25.0,,,,,,,2006.10685,461
69884,105148,International reference laboratory,12.050203999999999,105.515449,Asia,Cambodia,Kampong Cham,"Kompong Cham, Khet",Unknown,10/2/06,24/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck, domestic, chicken",,585.0,585.0,,,,,,,2006.11233,462
7682,108765,International reference laboratory,13.25,9.25,Africa,Niger,Zinder,"Magaria, Arrondissement de",Unknown,10/2/06,10/2/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,400.0,400.0,,,,,,,2006.11233,463
50208,104696,National authorities,44.01667,28.449720000000003,Europe,Romania,Constanta,Topraisari,Unknown,12/2/06,14/02/2006,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",22514.0,5.0,5.0,,,,,,,2006.11781,464
7697,106712,OIE,9.91667,8.91667,Africa,Nigeria,Plateau,Jos Division,Unknown,13/02/2006,10/3/06,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",494.0,56.0,56.0,,,,,,,2006.12055,465
